sentence,emotion
the room went silent right before the announcement before class just now; my colleague felt stunned immediately.,suprise
for no reason I could see a stranger paid for my coffee this evening and my brother felt taken aback.,suprise
I was wide-eyed because my order arrived exactly as I imagined it during a busy afternoon today; I just stood there in disbelief.,suprise
my roommate felt taken aback when my friend showed up with a gift for no reason during a busy afternoon earlier; it felt like a plot twist in real life.,suprise
When the system accepted my code on the first submit late at night I felt totally surprised and paused for a second.,suprise
just now our neighbor was caught off guard since the host called my name first during a busy afternoon.,suprise
the song changed right when I thought of it in the store just now; my teacher felt amazed immediately.,suprise
for no reason I could see the weather app was wrong and the day stayed sunny a few minutes ago and my friend felt momentarily frozen.,suprise
my code passed all tests on the first run late at night this morning; my brother felt pleasantly surprised immediately.,suprise
without warning the update fixed every bug I had a few minutes ago and my cousin felt amazed.,suprise
for no reason I could see the meeting ended in ten minutes just now and my coach felt taken aback.,suprise
When my order arrived exactly as I imagined it during lunch my colleague felt shocked and paused for a second.,suprise
out of nowhere I won a giveaway I forgot I entered this morning and our neighbor felt taken aback.,suprise
We were surprised and curious when a stranger paid for my coffee today.,suprise
We were startled when I guessed the answer and got it right this evening.,suprise
When my side project got featured online before class my classmate felt in disbelief and paused for a second.,suprise
this afternoon my colleague was totally surprised since the class ended early and everyone cheered at work.,suprise
the weather app was wrong and the day stayed sunny at the station this morning; my dad felt stunned immediately.,suprise
the taxi arrived in under a minute early in the morning this afternoon; my roommate felt surprised and curious immediately.,suprise
I was surprised beyond words because the weather cleared right before the event before class a few minutes ago; my jaw dropped for a second.,suprise
When my team finished the project a week early during lunch my manager felt surprised and curious and paused for a second.,suprise
When I was offered help before I asked in the store our neighbor felt totally surprised and paused for a second.,suprise
to my surprise the system accepted my code on the first submit right before I left and I felt amazed.,suprise
We were totally surprised when my side project got featured online earlier.,suprise
the road was empty during rush hour on the train today; our neighbor felt startled immediately.,suprise
We were totally surprised when the exam question was exactly what I revised just now.,suprise
the cashier felt genuinely surprised after my old account was recovered instantly today.,suprise
from one moment to the next my coach felt pleasantly surprised because my parcel included a handwritten thank-you note late at night; I looked around to make sure it was real.,suprise
my roommate did not expect it at all: I got an invite I never expected right before I left and felt momentarily frozen.,suprise
When my side project got featured online at the station my brother felt stunned and paused for a second.,suprise
the host called my name first at home today; my mom felt surprised beyond words immediately.,suprise
my roommate did not expect it at all: the waiter brought dessert for free this afternoon and felt totally surprised.,suprise
without warning the team selected my proposal unanimously right before I left and we felt surprised and curious.,suprise
my dad felt in disbelief when the final score changed in the last second late at night right after I arrived; I laughed because it felt unreal.,suprise
I was taken aback because my coffee order was upgraded for free at home last night; I laughed because it felt unreal.,suprise
my colleague did not expect it at all: I discovered my favorite snack at a discount this morning and felt taken aback.,suprise
just then the cashier felt taken aback because the waiter brought dessert for free during the meeting; I did not see that coming at all.,suprise
in a split second the doctor felt momentarily frozen because I found money in a coat I never use during lunch; I was not prepared for that at all.,suprise
to my surprise my colleague felt surprised and curious because the class ended early and everyone cheered during a busy afternoon; it felt like a plot twist in real life.,suprise
my order arrived exactly as I imagined it at work this evening; my cousin felt stunned immediately.,suprise
in a split second my sister felt pleasantly surprised because my friend showed up with a gift for no reason early in the morning; my jaw dropped for a second.,suprise
my manager felt startled after my parcel arrived before I left the house right after I arrived.,suprise
I was genuinely surprised because the venue was much better than expected during the meeting a few minutes ago; I laughed because it felt unreal.,suprise
my friend did not expect it at all: my results were better than expected right after I arrived and felt speechless.,suprise
my brother did not expect it at all: the website loaded instantly on a slow connection a few minutes ago and felt pleasantly surprised.,suprise
just now we was stunned since I was offered help before I asked during a busy afternoon.,suprise
right at that moment my mom felt wide-eyed because the maintenance issue resolved itself overnight during the meeting; I just stood there in disbelief.,suprise
the doctor did not expect it at all: the professor announced bonus points for everyone this evening and felt totally surprised.,suprise
When a friend I missed sent me a long message early in the morning my brother felt shocked and paused for a second.,suprise
my team finished the project a week early at home last night; my dad felt surprised beyond words immediately.,suprise
When a random email offered me a scholarship during a busy afternoon my mom felt taken aback and paused for a second.,suprise
for no reason I could see the cashier felt speechless because the room went silent right before the announcement on the train; my jaw dropped for a second.,suprise
I was stunned because the cafeteria served my favorite meal at school right after I arrived; it felt like a plot twist in real life.,suprise
my roommate felt taken aback when an old photo reminded me of a forgotten trip before class a few minutes ago; it felt like a plot twist in real life.,suprise
We were stunned when the app error fixed itself after restart a few minutes ago.,suprise
to my surprise the waiter brought dessert for free last night and the doctor felt caught off guard.,suprise
the cashier did not expect it at all: my old laptop started working again this evening and felt momentarily frozen.,suprise
the exam question was exactly what I revised at the station last night; my manager felt stunned immediately.,suprise
my roommate felt momentarily frozen after my interview started with a friendly joke last night.,suprise
We were momentarily frozen when the weather app was wrong and the day stayed sunny just now.,suprise
my teammate felt surprised beyond words when the update fixed every bug I had at work earlier; it felt like a plot twist in real life.,suprise
my coach felt speechless after the store clerk remembered my previous visit this evening.,suprise
we did not expect it at all: I got an invite I never expected earlier and felt surprised beyond words.,suprise
in a split second the door opened right as I reached for my keys just now and the cashier felt surprised beyond words.,suprise
We were surprised beyond words when I received a handwritten thank-you card right before I left.,suprise
my teammate felt momentarily frozen after the package fit perfectly through the mailbox last night.,suprise
all of a sudden a stranger paid for my coffee this afternoon and my cousin felt startled.,suprise
my roommate felt speechless after the printer worked on the first attempt a few minutes ago.,suprise
my mom felt amazed when I found the answer at the top of the notes while waiting in line right after I arrived; I stared at it for a few seconds.,suprise
my friend did not expect it at all: the team selected my proposal unanimously just now and felt momentarily frozen.,suprise
from one moment to the next the weather app was wrong and the day stayed sunny today and my teacher felt surprised beyond words.,suprise
my colleague felt shocked after my difficult bug disappeared after one small change this evening.,suprise
I was stunned because I found money in a coat I never use at work this evening; I stared at it for a few seconds.,suprise
I was in disbelief because the team selected my proposal unanimously while waiting in line right after I arrived; I did not see that coming at all.,suprise
my sister felt surprised beyond words when the lights came back on by themselves early in the morning earlier; I paused and checked again to be sure.,suprise
We were pleasantly surprised when my payment went through after days of failure right before I left.,suprise
our neighbor felt caught off guard when the exam question was exactly what I revised in the store today; for a moment I just froze.,suprise
the doctor felt amazed when the update fixed every bug I had during lunch right before I left; my jaw dropped for a second.,suprise
my friend felt momentarily frozen when I found money in a coat I never use in the store this evening; my jaw dropped for a second.,suprise
the weather cleared right before the event at home this afternoon; my classmate felt taken aback immediately.,suprise
all of a sudden my sister felt amazed because I met someone from my hometown abroad at the station; I needed a second to process it.,suprise
We were surprised beyond words when I won a giveaway I forgot I entered right after I arrived.,suprise
as if by magic our neighbor felt shocked because the taxi arrived in under a minute during a busy afternoon; I needed a second to process it.,suprise
the song changed right when I thought of it during lunch earlier; our neighbor felt taken aback immediately.,suprise
We were wide-eyed when the server recovered before anyone noticed this evening.,suprise
I felt surprised and curious after a stranger paid for my coffee a few minutes ago.,suprise
I was stunned because the class topic matched exactly what I prepared during a busy afternoon this evening; I just stood there in disbelief.,suprise
I felt amazed after I found my keys in the first place I checked last night.,suprise
When I got an invite I never expected during the meeting my teacher felt surprised and curious and paused for a second.,suprise
we did not expect it at all: I found the answer at the top of the notes earlier and felt pleasantly surprised.,suprise
the package fit perfectly through the mailbox at the station this evening; the doctor felt surprised beyond words immediately.,suprise
the cashier did not expect it at all: my parcel arrived before I left the house right before I left and felt speechless.,suprise
I was momentarily frozen because the gate changed to one right beside me at work last night; it left me blinking in confusion.,suprise
We were pleasantly surprised when the interview turned out friendly and easy earlier.,suprise
When I received a handwritten thank-you card late at night the cashier felt pleasantly surprised and paused for a second.,suprise
my dad did not expect it at all: the cafeteria served my favorite meal just now and felt surprised and curious.,suprise
all of a sudden my favorite book was available at the library this evening and my sister felt wide-eyed.,suprise
We were caught off guard when the lights came back on by themselves right after I arrived.,suprise
in a split second our neighbor felt taken aback because the website loaded instantly on a slow connection at work; I paused and checked again to be sure.,suprise
When a friend I missed sent me a long message at the station my brother felt surprised and curious and paused for a second.,suprise
my cousin felt genuinely surprised after the interview turned out friendly and easy last night.,suprise
I did not expect it at all: the final score changed in the last second right after I arrived and felt startled.,suprise
the doctor did not expect it at all: my favorite book was available at the library this evening and felt totally surprised.,suprise
We were taken aback when the door opened right as I reached for my keys just now.,suprise
right before I left my teacher was shocked since a cat jumped onto my windowsill on my way back.,suprise
my dad felt caught off guard after the weather cleared right before the event just now.,suprise
just then the waiter brought dessert for free last night and my cousin felt stunned.,suprise
the cashier felt surprised and curious when I found money in a coat I never use at work earlier; it completely changed my mood.,suprise
my friend felt caught off guard when the teacher canceled the surprise quiz during a busy afternoon a few minutes ago; it caught me totally off guard.,suprise
out of nowhere my colleague felt shocked because the lights came back on by themselves on my way back; it completely changed my mood.,suprise
without warning I received a handwritten thank-you card right before I left and my sister felt caught off guard.,suprise
as if by magic I felt startled because a random email offered me a scholarship on the train; I just stood there in disbelief.,suprise
When I found my keys in the first place I checked during a busy afternoon my teammate felt speechless and paused for a second.,suprise
my friend felt stunned after I got an invite I never expected right after I arrived.,suprise
I was surprised and curious because the song changed right when I thought of it at work right after I arrived; my jaw dropped for a second.,suprise
the cafeteria served my favorite meal in the store this morning; my brother felt speechless immediately.,suprise
last night my classmate was stunned since the internet came back during my deadline during a busy afternoon.,suprise
I was surprised beyond words because a hidden fee was refunded without asking at work right after I arrived; it caught me totally off guard.,suprise
the doctor felt pleasantly surprised after a long queue suddenly split into two lines this afternoon.,suprise
in a split second our neighbor felt wide-eyed because my coffee order was upgraded for free on my way back; it completely changed my mood.,suprise
I felt speechless when the song changed right when I thought of it at home this evening; it caught me totally off guard.,suprise
my sister felt wide-eyed when I was offered help before I asked during lunch earlier; my jaw dropped for a second.,suprise
When my parcel included a handwritten thank-you note on the train our neighbor felt surprised and curious and paused for a second.,suprise
I was amazed because a friend I missed sent me a long message in the store this evening; I had to read it twice to believe it.,suprise
in a split second my difficult bug disappeared after one small change today and my dad felt speechless.,suprise
this evening my mom was startled since the security check was unexpectedly quick at the station.,suprise
I was wide-eyed because the game ended with a dramatic comeback at work right after I arrived; I just stood there in disbelief.,suprise
right at that moment the venue was much better than expected this evening and my manager felt stunned.,suprise
my brother felt taken aback after my side project got featured online today.,suprise
I was amazed because my parcel included a handwritten thank-you note at school today; I was not prepared for that at all.,suprise
When I got the very last ticket available during a busy afternoon my friend felt taken aback and paused for a second.,suprise
I was totally surprised because my reservation was upgraded to a better table on my way back last night; I had to read it twice to believe it.,suprise
We were wide-eyed when my difficult bug disappeared after one small change this evening.,suprise
When the teacher canceled the surprise quiz on the train my brother felt taken aback and paused for a second.,suprise
completely unexpectedly the system accepted my code on the first submit this afternoon and my brother felt in disbelief.,suprise
We were speechless when the taxi arrived in under a minute right after I arrived.,suprise
without warning my roommate felt totally surprised because I found my keys in the first place I checked at school; I looked around to make sure it was real.,suprise
out of nowhere I discovered my favorite snack at a discount just now and my brother felt startled.,suprise
I was amazed because my name was called as the winner early in the morning a few minutes ago; I just stood there in disbelief.,suprise
the cashier did not expect it at all: my phone rang and it was an old friend last night and felt caught off guard.,suprise
out of nowhere my teammate felt stunned because my old laptop started working again at home; I had to read it twice to believe it.,suprise
completely unexpectedly I discovered my favorite snack at a discount this evening and my classmate felt speechless.,suprise
earlier my colleague was momentarily frozen since a long queue suddenly split into two lines at work.,suprise
When the support team solved my issue in minutes before class my brother felt taken aback and paused for a second.,suprise
we felt taken aback after the printer worked on the first attempt just now.,suprise
We were speechless when the update fixed every bug I had right after I arrived.,suprise
my dad felt caught off guard after the song changed right when I thought of it just now.,suprise
my dad felt pleasantly surprised after my reminder popped up at exactly the right time just now.,suprise
my teacher felt pleasantly surprised after the printer worked on the first attempt today.,suprise
earlier my sister was momentarily frozen since the team selected my proposal unanimously during the meeting.,suprise
the cashier felt speechless when someone remembered my birthday before I did at school this morning; for a moment I just froze.,suprise
my colleague did not expect it at all: the game ended with a dramatic comeback earlier and felt amazed.,suprise
We were genuinely surprised when the host called my name first this evening.,suprise
I was caught off guard because I bumped into my childhood friend downtown during lunch this morning; I had to read it twice to believe it.,suprise
our neighbor felt taken aback after the maintenance issue resolved itself overnight last night.,suprise
my colleague felt stunned after my payment went through after days of failure right before I left.,suprise
We were stunned when the internet came back during my deadline right before I left.,suprise
just now my brother was shocked since I found the answer at the top of the notes at home.,suprise
from one moment to the next the doctor felt surprised and curious because the server recovered before anyone noticed on my way back; I was not prepared for that at all.,suprise
my manager felt speechless when the road was empty during rush hour during lunch this afternoon; I did not see that coming at all.,suprise
right at that moment the professor announced bonus points for everyone a few minutes ago and the doctor felt genuinely surprised.,suprise
We were surprised beyond words when the song changed right when I thought of it right before I left.,suprise
just now the cashier was startled since the room went silent right before the announcement at the station.,suprise
just then my friend felt amazed because my ticket number matched the draw in the store; I paused and checked again to be sure.,suprise
we felt taken aback when the game ended with a dramatic comeback in the store right before I left; my jaw dropped for a second.,suprise
We were amazed when my doctor said the results were normal just now.,suprise
We were pleasantly surprised when I found my keys in the first place I checked last night.,suprise
I was stunned because the internet came back during my deadline on my way back this morning; it left me blinking in confusion.,suprise
my friend felt genuinely surprised after my difficult bug disappeared after one small change just now.,suprise
my parcel included a handwritten thank-you note during lunch just now; my dad felt amazed immediately.,suprise
I was speechless because the update fixed every bug I had at home this evening; it felt like a plot twist in real life.,suprise
right at that moment my cousin felt totally surprised because my name was called as the winner during the meeting; I laughed because it felt unreal.,suprise
to my surprise the cafeteria served my favorite meal earlier and my sister felt amazed.,suprise
When I was offered help before I asked at work my roommate felt startled and paused for a second.,suprise
We were startled when the deadline got extended by a week last night.,suprise
When a stranger paid for my coffee during the meeting the doctor felt shocked and paused for a second.,suprise
all of a sudden my mom felt taken aback because a cat jumped onto my windowsill at the station; I stared at it for a few seconds.,suprise
my sister did not expect it at all: someone remembered my birthday before I did earlier and felt wide-eyed.,suprise
my roommate felt shocked after the interview turned out friendly and easy earlier.,suprise
the doctor did not expect it at all: the website loaded instantly on a slow connection right before I left and felt taken aback.,suprise
When a cat jumped onto my windowsill during lunch my classmate felt surprised and curious and paused for a second.,suprise
my mom did not expect it at all: the deadline got extended by a week this afternoon and felt amazed.,suprise
I did not expect it at all: my flight got upgraded at the gate today and felt shocked.,suprise
my dad felt shocked after the manager approved my idea instantly a few minutes ago.,suprise
When I received a handwritten thank-you card in the store my manager felt stunned and paused for a second.,suprise
just now my classmate was pleasantly surprised since my reminder popped up at exactly the right time at home.,suprise
the cashier did not expect it at all: my phone rang and it was an old friend this morning and felt wide-eyed.,suprise
We were momentarily frozen when the store clerk remembered my previous visit this afternoon.,suprise
the cashier felt genuinely surprised when my friend showed up with a gift for no reason at work a few minutes ago; I just stood there in disbelief.,suprise
We were startled when the internet came back during my deadline earlier.,suprise
I was startled because I got an invite I never expected on the train this evening; I just stood there in disbelief.,suprise
my mom felt stunned after the interview turned out friendly and easy today.,suprise
my manager felt wide-eyed when the professor announced bonus points for everyone during the meeting a few minutes ago; I laughed because it felt unreal.,suprise
my dad felt speechless when I guessed the answer and got it right on the train this morning; I did not see that coming at all.,suprise
When my code passed all tests on the first run during lunch my sister felt stunned and paused for a second.,suprise
We were shocked when I guessed the answer and got it right a few minutes ago.,suprise
When I got an invite I never expected at home my teammate felt startled and paused for a second.,suprise
my manager did not expect it at all: the website loaded instantly on a slow connection this evening and felt momentarily frozen.,suprise
just then we felt speechless because I was offered help before I asked on the train; I stared at it for a few seconds.,suprise
right after I arrived my mom was momentarily frozen since the app crash disappeared after one restart on my way back.,suprise
my alarm failed but I still woke up early late at night a few minutes ago; our neighbor felt speechless immediately.,suprise
my friend felt pleasantly surprised when the system accepted my code on the first submit late at night just now; I was not prepared for that at all.,suprise
I was surprised beyond words because a friend I missed sent me a long message on my way back today; I was not prepared for that at all.,suprise
all of a sudden my sister felt shocked because the app error fixed itself after restart at the station; I paused and checked again to be sure.,suprise
We were caught off guard when my ticket number matched the draw this afternoon.,suprise
the cafeteria served my favorite meal in the store right before I left; my roommate felt shocked immediately.,suprise
our neighbor felt startled when the power returned right before my battery died in the store last night; I stared at it for a few seconds.,suprise
I was pleasantly surprised because a hidden fee was refunded without asking in the store this morning; for a moment I just froze.,suprise
my classmate did not expect it at all: my presentation finished exactly on time earlier and felt genuinely surprised.,suprise
just then I found the answer at the top of the notes right after I arrived and my brother felt caught off guard.,suprise
We were stunned when my flight got upgraded at the gate a few minutes ago.,suprise
as if by magic our neighbor felt surprised beyond words because my parcel arrived before I left the house in the store; for a moment I just froze.,suprise
my friend felt wide-eyed after a cat jumped onto my windowsill earlier.,suprise
all of a sudden my refund was processed the same day last night and my dad felt genuinely surprised.,suprise
the exam question was exactly what I revised before class a few minutes ago; my colleague felt speechless immediately.,suprise
this afternoon we was caught off guard since my old laptop started working again during lunch.,suprise
the class topic matched exactly what I prepared before class last night; my roommate felt amazed immediately.,suprise
When my alarm failed but I still woke up early at the station our neighbor felt in disbelief and paused for a second.,suprise
in a split second we felt surprised beyond words because my code passed all tests on the first run late at night; I laughed because it felt unreal.,suprise
my manager did not expect it at all: the manager approved my idea instantly this morning and felt taken aback.,suprise
right at that moment my colleague felt stunned because my reservation was upgraded to a better table at the station; I stared at it for a few seconds.,suprise
my roommate did not expect it at all: I found the answer at the top of the notes last night and felt stunned.,suprise
my brother did not expect it at all: the security check was unexpectedly quick this evening and felt speechless.,suprise
I was taken aback because the waiter brought dessert for free early in the morning just now; I just stood there in disbelief.,suprise
my friend felt totally surprised after the manager approved my idea instantly this afternoon.,suprise
my mom did not expect it at all: the room went silent right before the announcement this evening and felt surprised and curious.,suprise
my classmate felt wide-eyed after the website loaded instantly on a slow connection this evening.,suprise
right at that moment my order arrived exactly as I imagined it this evening and we felt genuinely surprised.,suprise
earlier my cousin was momentarily frozen since my presentation finished exactly on time at school.,suprise
We were in disbelief when the queue moved faster than expected right before I left.,suprise
my coach felt wide-eyed when the support team solved my issue in minutes during lunch earlier; I just stood there in disbelief.,suprise
my train showed up on time for once on the train just now; we felt speechless immediately.,suprise
When my order arrived exactly as I imagined it before class I felt genuinely surprised and paused for a second.,suprise
out of nowhere my reminder popped up at exactly the right time this evening and my colleague felt speechless.,suprise
the interview turned out friendly and easy at school this evening; my roommate felt speechless immediately.,suprise
this evening my dad was taken aback since I got a callback the same day while waiting in line.,suprise
We were startled when the noisy street turned completely quiet right before I left.,suprise
We were amazed when the lost file appeared in the backup folder a few minutes ago.,suprise
my teammate did not expect it at all: my presentation finished exactly on time right before I left and felt genuinely surprised.,suprise
a stranger paid for my coffee on the train right before I left; my brother felt startled immediately.,suprise
as if by magic the cashier felt stunned because a friend I missed sent me a long message before class; I paused and checked again to be sure.,suprise
out of nowhere my cousin felt surprised beyond words because my refund was processed the same day during a busy afternoon; it left me blinking in confusion.,suprise
We were shocked when the store clerk remembered my previous visit right after I arrived.,suprise
the store clerk remembered my previous visit on the train last night; my teammate felt speechless immediately.,suprise
without warning someone remembered my birthday before I did last night and the doctor felt taken aback.,suprise
our neighbor did not expect it at all: I bumped into my childhood friend downtown just now and felt surprised beyond words.,suprise
my manager did not expect it at all: my name was called as the winner this evening and felt surprised beyond words.,suprise
the doctor did not expect it at all: the system accepted my code on the first submit right after I arrived and felt stunned.,suprise
the deadline got extended by a week at school this morning; my manager felt amazed immediately.,suprise
the doctor felt shocked after my friend showed up with a gift for no reason this afternoon.,suprise
all of a sudden my team finished the project a week early a few minutes ago and the doctor felt caught off guard.,suprise
the doctor felt momentarily frozen when the lost file appeared in the backup folder before class right after I arrived; I stared at it for a few seconds.,suprise
our neighbor felt stunned after the support team solved my issue in minutes right before I left.,suprise
without warning my teacher felt shocked because the taxi arrived in under a minute on the train; it felt like a plot twist in real life.,suprise
We were stunned when my old account was recovered instantly a few minutes ago.,suprise
When the system accepted my code on the first submit at home the cashier felt pleasantly surprised and paused for a second.,suprise
We were stunned when the bill was lower than I expected a few minutes ago.,suprise
When my reminder popped up at exactly the right time at school the cashier felt surprised beyond words and paused for a second.,suprise
my classmate felt pleasantly surprised after the deadline got extended by a week this afternoon.,suprise
my teacher did not expect it at all: my doctor said the results were normal right after I arrived and felt amazed.,suprise
When the power returned right before my battery died at work my sister felt taken aback and paused for a second.,suprise
my alarm failed but I still woke up early during a busy afternoon a few minutes ago; my mom felt wide-eyed immediately.,suprise
my classmate did not expect it at all: I found money in a coat I never use last night and felt taken aback.,suprise
without warning the noisy street turned completely quiet last night and my brother felt stunned.,suprise
my sister did not expect it at all: the support team solved my issue in minutes right after I arrived and felt caught off guard.,suprise
my teammate felt caught off guard when the deadline got extended by a week during the meeting earlier; I had to read it twice to believe it.,suprise
from one moment to the next we felt wide-eyed because I got a callback the same day at the station; I was not prepared for that at all.,suprise
my old laptop started working again at home this evening; my coach felt in disbelief immediately.,suprise
my colleague did not expect it at all: a stranger paid for my coffee earlier and felt amazed.,suprise
for no reason I could see my teacher felt pleasantly surprised because the host called my name first at home; it caught me totally off guard.,suprise
the meeting ended in ten minutes before class this morning; my friend felt wide-eyed immediately.,suprise
my teammate felt totally surprised after the weather app was wrong and the day stayed sunny this morning.,suprise
When I received unexpected good news before class my mom felt surprised and curious and paused for a second.,suprise
the doctor did not expect it at all: my name was called as the winner right before I left and felt taken aback.,suprise
We were shocked when the noisy street turned completely quiet this afternoon.,suprise
We were in disbelief when my interview started with a friendly joke this afternoon.,suprise
I was stunned because I was offered help before I asked on my way back a few minutes ago; I paused and checked again to be sure.,suprise
We were startled when the taxi arrived in under a minute a few minutes ago.,suprise
the cashier did not expect it at all: the app crash disappeared after one restart last night and felt wide-eyed.,suprise
When my reservation was upgraded to a better table at home my teammate felt stunned and paused for a second.,suprise
my sister felt taken aback after the queue moved faster than expected a few minutes ago.,suprise
all of a sudden my classmate felt momentarily frozen because my friend showed up with a gift for no reason at the station; for a moment I just froze.,suprise
I received a handwritten thank-you card early in the morning this evening; my teammate felt shocked immediately.,suprise
my colleague felt taken aback after my flight got upgraded at the gate just now.,suprise
my classmate felt surprised and curious when the class topic matched exactly what I prepared at the station this evening; my jaw dropped for a second.,suprise
all of a sudden my manager felt surprised beyond words because I was offered help before I asked during a busy afternoon; it left me blinking in confusion.,suprise
from one moment to the next I received a handwritten thank-you card just now and I felt pleasantly surprised.,suprise
my classmate did not expect it at all: the noisy street turned completely quiet this morning and felt momentarily frozen.,suprise
I was caught off guard because the team selected my proposal unanimously while waiting in line this morning; I had to read it twice to believe it.,suprise
my roommate felt taken aback after the package fit perfectly through the mailbox right before I left.,suprise
my mom felt shocked after the interview turned out friendly and easy this morning.,suprise
We were totally surprised when my parcel was waiting at my door this morning just now.,suprise
When the interview turned out friendly and easy at school the doctor felt pleasantly surprised and paused for a second.,suprise
to my surprise my dad felt momentarily frozen because my parcel arrived exactly at my break time in the store; it caught me totally off guard.,suprise
the class ended early and everyone cheered in the store earlier; my roommate felt taken aback immediately.,suprise
this morning my classmate was shocked since the package fit perfectly through the mailbox in the store.,suprise
for no reason I could see the taxi arrived in under a minute earlier and my brother felt surprised beyond words.,suprise
my teacher felt genuinely surprised after a long queue suddenly split into two lines right before I left.,suprise
When a friend I missed sent me a long message on the train the doctor felt surprised beyond words and paused for a second.,suprise
without warning my teacher felt wide-eyed because my reminder popped up at exactly the right time during the meeting; I laughed because it felt unreal.,suprise
the weather cleared right before the event before class earlier; my dad felt in disbelief immediately.,suprise
We were surprised and curious when my parcel included a handwritten thank-you note a few minutes ago.,suprise
the final score changed in the last second late at night right after I arrived; my cousin felt surprised and curious immediately.,suprise
my brother did not expect it at all: my coffee order was upgraded for free this evening and felt startled.,suprise
just now my classmate was pleasantly surprised since the queue moved faster than expected on my way back.,suprise
just then my friend felt surprised beyond words because the internet came back during my deadline at the station; I laughed because it felt unreal.,suprise
When the door opened right as I reached for my keys at the station the doctor felt wide-eyed and paused for a second.,suprise
my cousin felt in disbelief after my reservation was upgraded to a better table this afternoon.,suprise
We were caught off guard when I guessed the answer and got it right today.,suprise
We were totally surprised when the room went silent right before the announcement last night.,suprise
as if by magic my roommate felt genuinely surprised because the app error fixed itself after restart early in the morning; my jaw dropped for a second.,suprise
all of a sudden I discovered my favorite snack at a discount this morning and my teammate felt surprised and curious.,suprise
all of a sudden the weather cleared right before the event today and my manager felt amazed.,suprise
We were speechless when I found my keys in the first place I checked right before I left.,suprise
When the exam question was exactly what I revised early in the morning my colleague felt amazed and paused for a second.,suprise
my colleague did not expect it at all: the gate changed to one right beside me today and felt taken aback.,suprise
my parcel included a handwritten thank-you note during a busy afternoon this evening; the cashier felt pleasantly surprised immediately.,suprise
my roommate felt wide-eyed when the deadline got extended by a week while waiting in line just now; I looked around to make sure it was real.,suprise
When the venue was much better than expected at work my friend felt shocked and paused for a second.,suprise
When a random email offered me a scholarship on the train my sister felt shocked and paused for a second.,suprise
all of a sudden my parcel was waiting at my door this morning this morning and my classmate felt genuinely surprised.,suprise
out of nowhere my colleague felt speechless because the final score changed in the last second on the train; I needed a second to process it.,suprise
my brother felt surprised beyond words when the rain stopped the moment I stepped outside at home right after I arrived; it caught me totally off guard.,suprise
I felt genuinely surprised when I found the answer at the top of the notes at work this morning; I just stood there in disbelief.,suprise
just then my dad felt surprised and curious because a hidden fee was refunded without asking during a busy afternoon; I paused and checked again to be sure.,suprise
we did not expect it at all: the server recovered before anyone noticed just now and felt totally surprised.,suprise
I was amazed because a stranger paid for my coffee during the meeting earlier; I needed a second to process it.,suprise
last night my dad was surprised and curious since the class ended early and everyone cheered in the store.,suprise
our neighbor did not expect it at all: my order arrived exactly as I imagined it right before I left and felt caught off guard.,suprise
I was stunned because my reservation was upgraded to a better table at work this evening; I needed a second to process it.,suprise
to my surprise my train showed up on time for once this morning and my coach felt in disbelief.,suprise
my friend showed up with a gift for no reason during lunch last night; we felt surprised beyond words immediately.,suprise
to my surprise my parcel was waiting at my door this morning this evening and we felt startled.,suprise
just then I received a handwritten thank-you card this evening and my sister felt taken aback.,suprise
the host called my name first early in the morning today; my dad felt caught off guard immediately.,suprise
this morning my sister was momentarily frozen since the store clerk remembered my previous visit during a busy afternoon.,suprise
I was startled because I found my keys in the first place I checked during lunch this evening; for a moment I just froze.,suprise
We were in disbelief when the song changed right when I thought of it just now.,suprise
I was startled because I won a giveaway I forgot I entered during a busy afternoon today; I looked around to make sure it was real.,suprise
I was surprised and curious because the power returned right before my battery died on my way back this evening; it left me blinking in confusion.,suprise
my colleague felt startled after my interview started with a friendly joke earlier.,suprise
last night the doctor was totally surprised since the bill was lower than I expected in the store.,suprise
as if by magic my friend felt startled because the host called my name first at the station; I did not see that coming at all.,suprise
a few minutes ago my manager was caught off guard since my presentation finished exactly on time while waiting in line.,suprise
my dad did not expect it at all: the taxi arrived in under a minute last night and felt speechless.,suprise
We were stunned when my team finished the project a week early earlier.,suprise
We were shocked when the lost file appeared in the backup folder right after I arrived.,suprise
my teacher felt totally surprised when a long queue suddenly split into two lines during the meeting this afternoon; I looked around to make sure it was real.,suprise
I was wide-eyed because the power returned right before my battery died at home right after I arrived; I just stood there in disbelief.,suprise
in a split second I felt taken aback because my coffee order was upgraded for free at home; I did not see that coming at all.,suprise
I was totally surprised because I found my keys in the first place I checked at home last night; my jaw dropped for a second.,suprise
I was amazed because the gate changed to one right beside me during lunch a few minutes ago; I needed a second to process it.,suprise
I was totally surprised because I got moved to a window seat at the station earlier; it left me blinking in confusion.,suprise
I did not expect it at all: the lights came back on by themselves earlier and felt startled.,suprise
completely unexpectedly the waiter brought dessert for free right after I arrived and my dad felt momentarily frozen.,suprise
I did not expect it at all: I got an invite I never expected right before I left and felt shocked.,suprise
just now I was speechless since a long queue suddenly split into two lines at school.,suprise
last night the doctor was shocked since the team selected my proposal unanimously at the station.,suprise
We were stunned when the call connected immediately without waiting this afternoon.,suprise
my mom felt shocked when the store clerk remembered my previous visit before class just now; I did not see that coming at all.,suprise
my cousin did not expect it at all: my phone rang and it was an old friend right after I arrived and felt speechless.,suprise
